Название пары,Текущая цена,Максимальная цена за сутки,Минимальная цена за сутки,Изменение цены за сутки,Изменение цены в процентах за сутки,Объем торгов за сутки
ETHBTC,0.07458700,0.07607200,0.07416600,-0.00045700,-0.609%,111497.20760000
LTCBTC,0.00267900,0.00272400,0.00266200,-0.00003200,-1.180%,44387.66500000
BNBBTC,0.01417800,0.01428000,0.01391900,0.00020600,1.474%,40629.58500000
NEOBTC,0.00042000,0.00042500,0.00041300,-0.00000300,-0.709%,22007.56000000
QTUMETH,0.00187800,0.00187800,0.00182100,0.00004300,2.343%,2762.90000000
EOSETH,0.00076100,0.00076600,0.00071900,0.00002600,3.537%,99340.70000000
SNTETH,0.00001901,0.00001992,0.00001813,0.00000067,3.653%,3770870.00000000
BNTETH,0.00031400,0.00032900,0.00028600,0.00002400,8.276%,190458.60000000
BCCBTC,0.07908100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GASBTC,0.00011330,0.00012020,0.00011220,0.00000040,0.354%,209653.10000000
BNBETH,0.19000000,0.19250000,0.18370000,0.00380000,2.041%,29444.06300000
BTCUSDT,20218.17000000,20780.00000000,20026.00000000,-397.68000000,-1.929%,333173.88592000
ETHUSDT,1507.80000000,1578.58000000,1484.61000000,-39.20000000,-2.534%,987715.51410000
HSRBTC,0.00041400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OAXETH,0.00017780,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DNTETH,0.00002801,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MCOETH,0.00577200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ICNETH,0.00166300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MCOBTC,0.00021140,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WTCBTC,0.00001332,0.00001399,0.00001292,0.00000028,2.147%,154701.00000000
WTCETH,0.00023700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LRCBTC,0.00001317,0.00001354,0.00001302,-0.00000009,-0.679%,1553326.00000000
LRCETH,0.00017684,0.00017932,0.00017356,0.00000029,0.164%,193134.00000000
QTUMBTC,0.00013980,0.00014000,0.00013650,0.00000130,0.939%,17667.70000000
YOYOBTC,0.00000008,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OMGBTC,0.00008050,0.00008240,0.00007980,-0.00000070,-0.862%,54678.10000000
OMGETH,0.00108100,0.00109400,0.00107200,0.00000000,0.000%,6384.00000000
ZRXBTC,0.00001248,0.00001282,0.00001239,-0.00000024,-1.887%,390324.00000000
ZRXETH,0.00016730,0.00016930,0.00016640,-0.00000100,-0.594%,44353.00000000
STRATBTC,0.00003085,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
STRATETH,0.00105300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SNGLSBTC,0.00000013,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SNGLSETH,0.00005306,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BQXBTC,0.00008703,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BQXETH,0.00126350,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KNCBTC,0.00004347,0.00004492,0.00004305,-0.00000103,-2.315%,163419.10000000
KNCETH,0.00058270,0.00059800,0.00057810,-0.00001030,-1.737%,15538.10000000
FUNBTC,0.00000029,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FUNETH,0.00000496,0.00000501,0.00000481,0.00000010,2.058%,6197734.00000000
SNMBTC,0.00001249,0.00001291,0.00001210,-0.00000026,-2.039%,859306.00000000
SNMETH,0.00004986,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEOETH,0.00562000,0.00564000,0.00549000,-0.00001000,-0.178%,15001.05000000
IOTABTC,0.00001255,0.00001257,0.00001224,0.00000002,0.160%,413816.00000000
IOTAETH,0.00016810,0.00016820,0.00016400,0.00000110,0.659%,196576.00000000
LINKBTC,0.00034490,0.00034880,0.00033830,-0.00000330,-0.948%,428927.69000000
LINKETH,0.00462400,0.00464600,0.00453000,-0.00001700,-0.366%,177639.28000000
XVGBTC,0.00000015,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XVGETH,0.00000207,0.00000209,0.00000201,0.00000002,0.976%,8066528.00000000
SALTBTC,0.00004250,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SALTETH,0.00113800,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MDABTC,0.00000382,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MDAETH,0.00181150,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MTLBTC,0.00004923,0.00004993,0.00004510,-0.00000051,-1.025%,122063.60000000
MTLETH,0.00066240,0.00066240,0.00064860,0.00000260,0.394%,35098.00000000
SUBBTC,0.00000457,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUBETH,0.00012334,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EOSBTC,0.00005670,0.00005750,0.00005430,0.00000180,3.279%,837771.60000000
SNTBTC,0.00000142,0.00000148,0.00000137,0.00000004,2.899%,9064258.00000000
ETCETH,0.01641000,0.01662000,0.01610000,0.00015000,0.923%,11573.45000000
ETCBTC,0.00122600,0.00125100,0.00120200,0.00000600,0.492%,121253.71000000
MTHBTC,0.00000023,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MTHETH,0.00004135,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ENGBTC,0.00006200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ENGETH,0.00186480,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DNTBTC,0.00000186,0.00000245,0.00000151,0.00000034,22.368%,51407347.00000000
ZECBTC,0.00260500,0.00267300,0.00259400,-0.00005500,-2.068%,17917.62100000
ZECETH,0.03525000,0.03567000,0.03469000,-0.00023000,-0.648%,414.78000000
BNTBTC,0.00002344,0.00002409,0.00002159,0.00000172,7.919%,1664330.10000000
ASTBTC,0.00000661,0.00000704,0.00000654,-0.00000016,-2.363%,3049154.00000000
ASTETH,0.00006960,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DASHBTC,0.00205900,0.00208300,0.00202900,0.00000700,0.341%,7418.96500000
DASHETH,0.02769000,0.02775000,0.02704000,0.00036000,1.317%,680.53400000
OAXBTC,0.00000846,0.00000860,0.00000759,0.00000046,5.750%,5886851.00000000
ICNBTC,0.00005742,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTGBTC,0.00091300,0.00118600,0.00091000,-0.00005200,-5.389%,81218.04000000
BTGETH,0.05274500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EVXBTC,0.00000274,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EVXETH,0.00062490,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
REQBTC,0.00000540,0.00000575,0.00000531,0.00000000,0.000%,4057432.00000000
REQETH,0.00004995,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIBBTC,0.00000358,0.00000381,0.00000343,-0.00000012,-3.243%,12523891.00000000
VIBETH,0.00004834,0.00005043,0.00004581,-0.00000091,-1.848%,3139711.00000000
HSRETH,0.01247400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRXBTC,0.00000313,0.00000314,0.00000306,0.00000005,1.623%,16282792.00000000
TRXETH,0.00004185,0.00004224,0.00004039,0.00000083,2.023%,19821228.00000000
POWRBTC,0.00000973,0.00001013,0.00000972,-0.00000013,-1.318%,919034.00000000
POWRETH,0.00013030,0.00013490,0.00013020,-0.00000060,-0.458%,591235.00000000
ARKBTC,0.00001837,0.00001874,0.00001831,-0.00000014,-0.756%,166496.50000000
ARKETH,0.00104600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
YOYOETH,0.00005828,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XRPBTC,0.00002283,0.00002303,0.00002254,-0.00000006,-0.262%,19879637.00000000
XRPETH,0.00030580,0.00030860,0.00030050,0.00000080,0.262%,3555018.00000000
MODBTC,0.00004280,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MODETH,0.00116700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ENJBTC,0.00002151,0.00002186,0.00002129,-0.00000027,-1.240%,208167.60000000
ENJETH,0.00028930,0.00029120,0.00028580,0.00000020,0.069%,83398.10000000
STORJBTC,0.00002059,0.00002128,0.00002040,-0.00000053,-2.509%,96839.00000000
STORJETH,0.00029910,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BNBUSDT,286.60000000,289.80000000,284.70000000,-1.50000000,-0.521%,281765.50300000
VENBNB,0.14920000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
YOYOBNB,0.00059800,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
POWRBNB,0.00385000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VENBTC,0.00013928,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VENETH,0.00325194,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KMDBTC,0.00001218,0.00001234,0.00001208,-0.00000013,-1.056%,182395.00000000
KMDETH,0.00020970,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NULSBNB,0.01257000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RCNBTC,0.00000074,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RCNETH,0.00037604,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RCNBNB,0.00347300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NULSBTC,0.00001287,0.00001408,0.00001166,0.00000106,8.983%,5585196.00000000
NULSETH,0.00051926,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RDNBTC,0.00000447,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RDNETH,0.00071530,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RDNBNB,0.00623000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XMRBTC,0.00720400,0.00728600,0.00708900,0.00007700,1.080%,38229.83300000
XMRETH,0.09641000,0.09798000,0.09357000,0.00151000,1.591%,7313.05500000
DLTBNB,0.00240000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WTCBNB,0.00180500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DLTBTC,0.00000071,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DLTETH,0.00016807,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AMBBTC,0.00000064,0.00000067,0.00000063,-0.00000003,-4.478%,24461585.00000000
AMBETH,0.00004100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AMBBNB,0.00068500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCCETH,2.47246000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCCUSDT,448.70000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCCBNB,54.29000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BATBTC,0.00001412,0.00001432,0.00001384,-0.00000012,-0.843%,476735.00000000
BATETH,0.00018860,0.00018980,0.00018590,-0.00000120,-0.632%,147747.00000000
BATBNB,0.00183100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCPTBTC,0.00000048,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCPTETH,0.00008181,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCPTBNB,0.00116200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ARNBTC,0.00000761,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ARNETH,0.00029362,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GVTBTC,0.00001792,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GVTETH,0.00384600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CDTBTC,0.00000317,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CDTETH,0.00005119,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GXSBTC,0.00004581,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GXSETH,0.00062460,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEOUSDT,8.48000000,8.79000000,8.35000000,-0.21000000,-2.417%,339835.47000000
NEOBNB,0.02950000,0.03040000,0.02920000,-0.00060000,-1.993%,9308.71000000
POEBTC,0.00000005,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
POEETH,0.00000664,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QSPBTC,0.00000076,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QSPETH,0.00002249,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QSPBNB,0.00052350,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTSBTC,0.00000051,0.00000051,0.00000050,0.00000001,2.000%,1019481.00000000
BTSETH,0.00009498,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTSBNB,0.00144800,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XZCBTC,0.00013550,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XZCETH,0.00310000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XZCBNB,0.26750000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LSKBTC,0.00004770,0.00004793,0.00004708,0.00000055,1.166%,82204.20000000
LSKETH,0.00064200,0.00064400,0.00062100,0.00001400,2.229%,73396.60000000
LSKBNB,0.06494000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TNTBTC,0.00000261,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TNTETH,0.00000920,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FUELBTC,0.00000026,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FUELETH,0.00002221,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MANABTC,0.00003083,0.00003140,0.00003063,-0.00000050,-1.596%,673940.00000000
MANAETH,0.00041350,0.00041790,0.00041100,-0.00000190,-0.457%,35424.00000000
BCDBTC,0.00001351,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCDETH,0.00251000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DGDBTC,0.00393100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DGDETH,0.19260000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
IOTABNB,0.00088300,0.00089900,0.00086800,-0.00001100,-1.230%,40420.00000000
ADXBTC,0.00000840,0.00000847,0.00000833,-0.00000006,-0.709%,984117.00000000
ADXETH,0.00011250,0.00011400,0.00011020,-0.00000020,-0.177%,3064982.00000000
ADXBNB,0.00492900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ADABTC,0.00001905,0.00001977,0.00001888,-0.00000065,-3.299%,13910906.60000000
ADAETH,0.00025530,0.00026320,0.00025280,-0.00000730,-2.780%,2229496.70000000
PPTBTC,0.00001855,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
PPTETH,0.00141000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CMTBTC,0.00000028,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CMTETH,0.00000625,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CMTBNB,0.00057700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XLMBTC,0.00000547,0.00000553,0.00000543,-0.00000003,-0.545%,6770040.00000000
XLMETH,0.00007330,0.00007380,0.00007220,0.00000000,0.000%,999773.00000000
XLMBNB,0.00038490,0.00039630,0.00038150,-0.00000740,-1.886%,306906.00000000
CNDBTC,0.00000006,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CNDETH,0.00002599,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CNDBNB,0.00033990,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LENDBTC,0.00004512,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LENDETH,0.00137174,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WABIBTC,0.00000549,0.00000571,0.00000509,0.00000016,3.002%,8923728.00000000
WABIETH,0.00040308,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WABIBNB,0.00024130,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LTCETH,0.03590000,0.03647000,0.03561000,-0.00020000,-0.554%,8451.63400000
LTCUSDT,54.18000000,56.48000000,53.50000000,-1.71000000,-3.060%,410766.69900000
LTCBNB,0.18900000,0.19480000,0.18720000,-0.00500000,-2.577%,1804.69600000
TNBBTC,0.00000007,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TNBETH,0.00000752,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WAVESBTC,0.00015860,0.00016220,0.00015720,-0.00000280,-1.735%,130044.91000000
WAVESETH,0.00212500,0.00215100,0.00210600,-0.00002300,-1.071%,14015.20000000
WAVESBNB,0.01118000,0.01159000,0.01107000,-0.00036000,-3.120%,13182.92000000
GTOBTC,0.00000094,0.00000095,0.00000092,0.00000001,1.075%,5362792.00000000
GTOETH,0.00003197,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GTOBNB,0.00035200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ICXBTC,0.00001108,0.00001135,0.00001102,-0.00000010,-0.894%,323738.00000000
ICXETH,0.00014830,0.00015280,0.00014670,-0.00000110,-0.736%,113903.00000000
ICXBNB,0.00465400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OSTBTC,0.00000032,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OSTETH,0.00000225,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OSTBNB,0.00052500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ELFBTC,0.00000646,0.00000655,0.00000643,-0.00000007,-1.072%,1237785.00000000
ELFETH,0.00008670,0.00008770,0.00008550,-0.00000020,-0.230%,3400865.00000000
AIONBTC,0.00000200,0.00000219,0.00000198,-0.00000002,-0.990%,11936818.00000000
AIONETH,0.00002645,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AIONBNB,0.00261300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEBLBTC,0.00010154,0.00011073,0.00010003,-0.00000619,-5.746%,293499.70000000
NEBLBNB,0.01356000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BRDBTC,0.00000127,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BRDETH,0.00001688,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BRDBNB,0.00247000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MCOBNB,0.26837000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EDOBTC,0.00005609,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EDOETH,0.00226600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WINGSBTC,0.00001193,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WINGSETH,0.00033460,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NAVBTC,0.00000277,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NAVETH,0.00011870,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NAVBNB,0.00423700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LUNBTC,0.00008510,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LUNETH,0.00489100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRIGBTC,0.00001980,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRIGETH,0.00059400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRIGBNB,0.01218000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
APPCBTC,0.00000055,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
APPCETH,0.00014600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
APPCBNB,0.00189100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIBEBTC,0.00000042,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIBEETH,0.00005720,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RLCBTC,0.00005099,0.00005335,0.00005083,-0.00000187,-3.538%,399333.90000000
RLCETH,0.00068500,0.00070900,0.00068400,-0.00001800,-2.560%,19634.10000000
RLCBNB,0.03344000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
INSBTC,0.00000618,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
INSETH,0.00050100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
PIVXBTC,0.00001840,0.00001848,0.00001588,0.00000160,9.524%,4553230.00000000
PIVXBNB,0.01660000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
IOSTBTC,0.00000055,0.00000056,0.00000054,0.00000000,0.000%,5186463.00000000
IOSTETH,0.00000741,0.00000745,0.00000729,0.00000002,0.271%,2450243.00000000
CHATBTC,0.00000195,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CHATETH,0.00006585,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
STEEMBTC,0.00001137,0.00001148,0.00001121,0.00000005,0.442%,346517.00000000
STEEMETH,0.00015210,0.00015400,0.00014850,0.00000120,0.795%,266177.00000000
STEEMBNB,0.00448000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NANOBTC,0.00006280,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NANOETH,0.00090500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NANOBNB,0.05589000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIABTC,0.00000681,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIAETH,0.00085600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
VIABNB,0.00958000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BLZBTC,0.00000371,0.00000380,0.00000368,-0.00000008,-2.111%,1011773.00000000
BLZETH,0.00004987,0.00005070,0.00004930,-0.00000066,-1.306%,409522.00000000
BLZBNB,0.00062190,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AEBTC,0.00000292,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AEETH,0.00021900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AEBNB,0.00777000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RPXBTC,0.00000224,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RPXETH,0.00005449,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RPXBNB,0.00145700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NCASHBTC,0.00000005,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NCASHETH,0.00000013,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NCASHBNB,0.00006790,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
POABTC,0.00000041,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
POAETH,0.00004891,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
POABNB,0.00092100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ZILBTC,0.00000147,0.00000149,0.00000145,-0.00000002,-1.342%,4835003.00000000
ZILETH,0.00001984,0.00001987,0.00001939,0.00000011,0.558%,2782672.00000000
ZILBNB,0.00010390,0.00010610,0.00010300,-0.00000210,-1.981%,1637452.00000000
ONTBTC,0.00001080,0.00001093,0.00001062,-0.00000006,-0.552%,245238.00000000
ONTETH,0.00014460,0.00014540,0.00014280,-0.00000020,-0.138%,44840.00000000
ONTBNB,0.00246200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
STORMBTC,0.00000035,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
STORMETH,0.00001398,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
STORMBNB,0.00006550,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QTUMBNB,0.09597000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QTUMUSDT,2.83100000,2.88300000,2.76200000,-0.02300000,-0.806%,340022.20000000
XEMBTC,0.00000194,0.00000195,0.00000190,0.00000002,1.042%,2468334.00000000
XEMETH,0.00003593,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XEMBNB,0.00244100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WANBTC,0.00000894,0.00000905,0.00000885,-0.00000005,-0.556%,225008.00000000
WANETH,0.00011990,0.00012110,0.00011750,0.00000020,0.167%,136369.00000000
WANBNB,0.00181000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WPRBTC,0.00000027,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WPRETH,0.00004020,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QLCBTC,0.00000125,0.00000127,0.00000118,0.00000005,4.167%,66723348.00000000
QLCETH,0.00000603,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SYSBTC,0.00000732,0.00000737,0.00000723,0.00000002,0.274%,260143.00000000
SYSETH,0.00011047,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SYSBNB,0.00163500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QLCBNB,0.00092200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GRSBTC,0.00001649,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GRSETH,0.00076455,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ADAUSDT,0.38520000,0.40910000,0.37880000,-0.02100000,-5.171%,140083531.00000000
ADABNB,0.00134300,0.00141400,0.00132500,-0.00006600,-4.684%,1031888.30000000
CLOAKBTC,0.00015550,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CLOAKETH,0.00414200,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GNTBTC,0.00000678,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GNTETH,0.00022071,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GNTBNB,0.00243900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LOOMBTC,0.00000233,0.00000239,0.00000233,-0.00000002,-0.851%,2862550.00000000
LOOMETH,0.00003132,0.00003198,0.00003104,-0.00000012,-0.382%,1526341.00000000
LOOMBNB,0.00088500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XRPUSDT,0.46140000,0.47590000,0.45640000,-0.01050000,-2.225%,302160344.00000000
BCNBTC,0.00000022,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCNETH,0.00000707,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCNBNB,0.00002000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
REPBTC,0.00034110,0.00036340,0.00034090,-0.00001110,-3.152%,27653.57000000
REPBNB,0.44670000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTCTUSD,19446.02000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TUSDBTC,0.00025971,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ETHTUSD,1336.59000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TUSDETH,0.00762097,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TUSDBNB,0.06777000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ZENBTC,0.00065200,0.00066700,0.00064400,-0.00000700,-1.062%,5898.86000000
ZENETH,0.00875000,0.00881000,0.00864000,-0.00004000,-0.455%,1288.25000000
ZENBNB,0.04600000,0.04720000,0.04540000,-0.00110000,-2.335%,2167.01000000
SKYBTC,0.00000829,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SKYETH,0.00222000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SKYBNB,0.03022000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EOSUSDT,1.14900000,1.16400000,1.11300000,0.01400000,1.233%,15562250.40000000
EOSBNB,0.00400000,0.00404000,0.00389000,0.00007000,1.781%,61141.50000000
CVCBTC,0.00000606,0.00000619,0.00000601,-0.00000008,-1.303%,536649.00000000
